LON,LAT
-73.972939,40.688128999999996
-73.97835500000001,40.736694
-74.017143,40.707912
-73.927544,40.766331
-73.909943,40.702976
-74.002174,40.734898
-73.978989,40.762283000000004
-73.869171,40.899487
-73.991196,40.750229
-73.99086,40.702529999999996
-73.980568,40.764023
-74.00059499999999,40.791160999999995
-73.806389,40.659569
-73.800102,40.762943
-73.778061,40.663990000000005
-73.98005699999999,40.743999
-73.948921,40.829941
-73.996048,40.720993
-74.003807,40.733498
-73.952934,40.780296
-73.841774,40.729279
-73.955086,40.741512
-73.957718,40.776237
-73.96416500000001,40.719536
-73.852386,40.754494
-73.968437,40.787490999999996
-74.01326800000001,40.716049
-73.972588,40.780975
-73.95710799999999,40.772533
-73.782188,40.644657
-73.980125,40.67691
-73.960228,40.67495
-73.985435,40.764480999999996
-73.88748199999999,40.744968
-73.94825,40.713451
-73.928375,40.763515000000005
-73.854004,40.693031
-73.951157,40.676136
-73.936806,40.84721
-73.998512,40.660194
-73.957779,40.773415
-74.009506,40.721439000000004
-73.768936,40.675014000000004
-73.968864,40.709244
-74.016037,40.711338
-73.974625,40.785034
-73.961563,40.705982
-73.981285,40.76144
-73.98271899999999,40.757481
-73.986633,40.737095000000004
-73.885132,40.871574
-73.988892,40.747627
-73.985893,40.775719
-73.98349,40.77512
-73.983627,40.726013
-73.96444699999999,40.764767
-73.98584,40.763313000000004
-73.97940799999999,40.746254
-73.733711,40.721684
-73.943764,40.833519
-73.938255,40.685448
-73.979362,40.725101
-73.977455,40.751614000000004
-73.98673199999999,40.758595
-73.625618,40.783287
-73.99681899999999,40.726643
-73.959846,40.713699
-73.97833299999999,40.755413
-73.95076,40.820839
-73.981339,40.764103000000006
-74.002472,40.733284000000005
-73.780647,40.645222
-73.951477,40.768368
-73.992722,40.698101
-73.975838,40.782207
-73.97823299999999,40.720345
-73.96578199999999,40.792061
-73.988106,40.757446
-73.985069,40.732304
-73.973625,40.752047999999995
-73.845383,40.792637
-74.005585,40.745743
-73.84446,40.850845
-74.012001,40.707306
-73.95143900000001,40.730362
-73.865944,40.845242
-73.987038,40.677383
-73.95294200000001,40.715794
-73.9533,40.777657
-73.968475,40.678996999999995
-73.952614,40.774817999999996
-73.950409,40.761784000000006
-73.949409,40.789455
-73.962204,40.625122
-73.97702,40.774746
-73.98898299999999,40.757626
-73.96176899999999,40.679741
-73.783066,40.648926
-73.780449,40.645851
-73.961578,40.67326
-73.995361,40.685783
-73.995979,40.730315999999995
-73.98640400000001,40.750862
-74.005356,40.710255
-73.990211,40.751663
-73.72403,40.664291
-73.997925,40.750721
-73.96309699999999,40.810905
-73.910866,40.744617
-73.948135,40.801327
-73.97955300000001,40.748871
-73.921188,40.660809
-74.00638599999999,40.743846999999995
-73.941338,40.851143
-73.786575,40.639091
-73.929039,40.768390999999994
-73.775948,40.783745
-73.974564,40.783081
-73.988388,40.727546999999994
-74.00284599999999,40.708542
-73.990646,40.662495
-73.949135,40.586239
-73.747086,40.689651
-73.974419,40.754807
-73.998001,40.713753000000004
-73.962547,40.717068
-73.991203,40.745216
-73.792007,40.677345
-73.978325,40.772907000000004
-73.946159,40.775494
-73.987915,40.719105
-73.940613,40.711760999999996
-73.91301,40.774215999999996
-73.985298,40.723526
-73.98297099999999,40.731514000000004
-73.968719,40.709282
-74.006233,40.735802
-73.970444,40.783885999999995
-73.951988,40.711872
-73.94931,40.802433
-73.956238,40.775890000000004
-73.973854,40.746387
-73.862488,40.685837
-74.004364,40.729706
-73.98123199999999,40.775932
-73.79939300000001,40.685719
-73.756218,40.719788
-73.827011,40.667862
-73.919891,40.707256
-73.97525,40.759926
-73.998253,40.725224
-73.79085500000001,40.642216
-73.79523499999999,40.644585
-73.902054,40.8255
-74.00565300000001,40.7271
-73.872383,40.774357
-73.783348,40.737536999999996
-73.824768,40.739490999999994
